schoolid,schoolname,calendaryear,firsttimebaryear,state,takers,passers,schoolpasspct,passpct,passpctdiff
00292002,Duke University,2012,2011,NY,66,63,0.9545,0.8503,0.1042
00292002,Duke University,2012,2011,TX,17,16,0.9412,0.8624,0.0788
00292002,Duke University,2013,2012,CA,34,26,0.7647,0.7143,0.0504
00292002,Duke University,2013,2012,MD,13,12,0.9231,0.7849,0.1382
00292002,Duke University,2013,2012,NC,21,17,0.8095,0.7903,0.0192
00292002,Duke University,2013,2012,NY,67,64,0.9552,0.8155,0.1397
00292002,Duke University,2013,2012,VA,14,14,1,0.7757,0.2243
00292002,Duke University,2014,2013,CA,22,18,0.8182,0.7109,0.1073
00292002,Duke University,2014,2013,NC,26,24,0.9231,0.6922,0.2309
00292002,Duke University,2014,2013,NY,78,78,1,0.8476,0.1524
00292002,Duke University,2014,2013,TX,24,24,1,0.8508,0.1492
00292002,Duke University,2014,2013,VA,10,9,0.9,0.7739,0.1261
00292002,Duke University,2015,2014,CA,29,28,0.9655,0.6605,0.305
00292002,Duke University,2015,2014,MA,10,10,1,0.8315,0.1685
00292002,Duke University,2015,2014,NC,18,15,0.8333,0.6912,0.1421
00292002,Duke University,2015,2014,NY,87,82,0.9425,0.786,0.1565
00292002,Duke University,2015,2014,TX,14,13,0.9286,0.7742,0.1544
00292002,Duke University,2016,2015,CA,22,17,0.7727,0.637,0.1357
00292002,Duke University,2016,2015,NC,22,19,0.8636,0.6467,0.2169
00292002,Duke University,2016,2015,NY,96,83,0.8646,0.7812,0.0834
00292002,Duke University,2016,2015,TX,10,8,0.8,0.7321,0.0679
00292002,Duke University,2016,2015,VA,7,7,1,0.7416,0.2584
00292002,Duke University,2017,2016,CA,24,19,0.7917,0.6005,0.1912
00292002,Duke University,2017,2016,NC,19,19,1,0.6207,0.3793
00292002,Duke University,2017,2016,NY,96,90,0.9375,0.8101,0.1274
00292002,Duke University,2018,2017,CA,28,27,0.9643,0.6619,0.3024
00292002,Duke University,2018,2017,IL,11,11,1,0.7982,0.2018
00292002,Duke University,2018,2017,NC,15,14,0.9333,0.6522,0.2811
00292002,Duke University,2018,2017,NY,91,89,0.978,0.8392,0.1388
00292002,Duke University,2018,2017,TX,11,11,1,0.7657,0.2343
00292701,Elon University,2010,2009,NC,98,81,0.8265,0.7679,0.0586
00292701,Elon University,2011,2010,NC,82,65,0.7927,0.775,0.0177
00292701,Elon University,2012,2011,NC,82,67,0.8171,0.8032,0.0139
00292701,Elon University,2013,2012,IL,2,2,1,0.8734,0.1266
00292701,Elon University,2013,2012,NC,104,77,0.7404,0.7903,-0.0499
00292701,Elon University,2013,2012,NY,2,2,1,0.8155,0.1845
00292701,Elon University,2013,2012,PA,1,1,1,0.8167,0.1833
00292701,Elon University,2013,2012,VA,2,1,0.5,0.7757,-0.2757
00292701,Elon University,2014,2013,MD,3,1,0.3333,0.806,-0.4727
00292701,Elon University,2014,2013,NC,93,60,0.6452,0.6922,-0.047
00292701,Elon University,2014,2013,NY,1,1,1,0.8476,0.1524
00292701,Elon University,2014,2013,SC,3,3,1,0.7949,0.2051
00292701,Elon University,2014,2013,TN,1,1,1,0.8549,0.1451
00292701,Elon University,2014,2013,VA,8,5,0.625,0.7739,-0.1489
00292701,Elon University,2015,2014,CO,2,1,0.5,0.7838,-0.2838
00292701,Elon University,2015,2014,GA,5,3,0.6,0.8023,-0.2023
00292701,Elon University,2015,2014,MD,4,4,1,0.7647,0.2353
00292701,Elon University,2015,2014,NC,75,50,0.6667,0.6912,-0.0245
00292701,Elon University,2015,2014,VA,4,2,0.5,0.7241,-0.2241
00292701,Elon University,2016,2015,GA,3,3,1,0.7345,0.2655
00292701,Elon University,2016,2015,NC,63,45,0.7143,0.6467,0.0676
00292701,Elon University,2016,2015,NJ,2,2,1,0.7127,0.2873
00292701,Elon University,2016,2015,TX,1,1,1,0.7321,0.2679
00292701,Elon University,2016,2015,VA,2,1,0.5,0.7416,-0.2416
00292701,Elon University,2017,2016,NC,66,37,0.5606,0.6207,-0.0601
00292701,Elon University,2018,2017,NC,49,23,0.4694,0.6522,-0.1828
00295000,North Carolina Central University,2009,2008,GA,8,8,1,0.8927,0.1073
00295000,North Carolina Central University,2009,2008,NC,113,91,0.8053,0.8261,-0.0208
00295000,North Carolina Central University,2009,2008,NJ,5,5,1,0.8469,0.1531
00295000,North Carolina Central University,2010,2009,MD,7,6,0.8571,0.782,0.0751
00295000,North Carolina Central University,2010,2009,NC,149,120,0.8054,0.7679,0.0375
00295000,North Carolina Central University,2010,2009,NY,7,7,1,0.8651,0.1349
00295000,North Carolina Central University,2011,2010,NC,137,100,0.7299,0.775,-0.0451
00295000,North Carolina Central University,2012,2011,NC,130,96,0.7385,0.8032,-0.0647
00295000,North Carolina Central University,2013,2012,NC,114,68,0.5965,0.7903,-0.1938
00295000,North Carolina Central University,2014,2013,NC,128,84,0.6563,0.6922,-0.0359
00295000,North Carolina Central University,2015,2014,NC,104,75,0.7212,0.6912,0.03
00295000,North Carolina Central University,2016,2015,NC,130,82,0.6308,0.6467,-0.0159
00295000,North Carolina Central University,2017,2016,NC,137,81,0.5912,0.6207,-0.0295
00295000,North Carolina Central University,2018,2017,GA,10,7,0.7,0.7323,-0.0323
00295000,North Carolina Central University,2018,2017,MD,11,4,0.3636,0.667,-0.3034
00295000,North Carolina Central University,2018,2017,NC,115,62,0.5391,0.6522,-0.1131
00297400,University of North Carolina,2009,2008,NC,128,115,0.8984,0.8261,0.0723
00297400,University of North Carolina,2010,2009,NC,144,128,0.8889,0.7679,0.121
00297400,University of North Carolina,2010,2009,NY,13,13,1,0.8651,0.1349
00297400,University of North Carolina,2011,2010,NC,140,130,0.9286,0.775,0.1536
00297400,University of North Carolina,2011,2010,NY,20,16,0.8,0.8492,-0.0492
00297400,University of North Carolina,2012,2011,NC,147,132,0.898,0.8032,0.0948
00297400,University of North Carolina,2012,2011,NY,20,19,0.95,0.8503,0.0997
00297400,University of North Carolina,2013,2012,NC,156,138,0.8846,0.7903,0.0943
00297400,University of North Carolina,2013,2012,NY,18,14,0.7778,0.8155,-0.0377
00297400,University of North Carolina,2014,2013,NC,139,113,0.8129,0.6922,0.1207
00297400,University of North Carolina,2014,2013,NY,26,23,0.8846,0.8476,0.037
00297400,University of North Carolina,2015,2014,NC,161,142,0.882,0.6912,0.1908
00297400,University of North Carolina,2016,2015,NC,146,121,0.8288,0.6467,0.1821
00297400,University of North Carolina,2016,2015,NY,24,21,0.875,0.7812,0.0938
00297400,University of North Carolina,2017,2016,GA,10,9,0.9,0.714,0.186
00297400,University of North Carolina,2017,2016,NC,172,132,0.7674,0.6207,0.1467
00297400,University of North Carolina,2017,2016,NY,13,13,1,0.8101,0.1899
00297400,University of North Carolina,2018,2017,GA,14,13,0.9286,0.7323,0.1963
00297400,University of North Carolina,2018,2017,NC,136,114,0.8382,0.6522,0.186
00297400,University of North Carolina,2018,2017,NY,16,16,1,0.8392,0.1608
00297805,Wake Forest University,2009,2008,NC,81,78,0.963,0.8261,0.1369
00297805,Wake Forest University,2009,2008,NY,15,15,1,0.8898,0.1102
00297805,Wake Forest University,2009,2008,SC,9,9,1,0.8183,0.1817
00297805,Wake Forest University,2009,2008,VA,13,13,1,0.827,0.173
00297805,Wake Forest University,2010,2009,NC,79,73,0.9241,0.7679,0.1562
00297805,Wake Forest University,2010,2009,NY,21,21,1,0.8651,0.1349
00297805,Wake Forest University,2010,2009,VA,8,7,0.875,0.7706,0.1044
00297805,Wake Forest University,2011,2010,NC,87,74,0.8506,0.775,0.0756
00297805,Wake Forest University,2011,2010,NJ,8,7,0.875,0.8234,0.0516
00297805,Wake Forest University,2011,2010,NY,18,15,0.8333,0.8492,-0.0159
00297805,Wake Forest University,2011,2010,SC,10,10,1,0.7969,0.2031
00297805,Wake Forest University,2011,2010,VA,7,6,0.8571,0.7815,0.0756
00297805,Wake Forest University,2012,2011,CA,5,5,1,0.7215,0.2785
00297805,Wake Forest University,2012,2011,IL,4,4,1,0.891,0.109
00297805,Wake Forest University,2012,2011,NC,86,78,0.907,0.8032,0.1038
00297805,Wake Forest University,2012,2011,NY,19,18,0.9474,0.8503,0.0971
00297805,Wake Forest University,2013,2012,GA,9,8,0.8889,0.8398,0.0491
00297805,Wake Forest University,2013,2012,NC,75,67,0.8933,0.7903,0.103
00297805,Wake Forest University,2013,2012,NY,9,8,0.8889,0.8155,0.0734
00297805,Wake Forest University,2013,2012,SC,12,10,0.8333,0.7279,0.1054
00297805,Wake Forest University,2013,2012,VA,19,15,0.7895,0.7757,0.0138
00297805,Wake Forest University,2014,2013,GA,10,8,0.8,0.8515,-0.0515
00297805,Wake Forest University,2014,2013,NC,96,72,0.75,0.6922,0.0578
00297805,Wake Forest University,2014,2013,NY,11,9,0.8182,0.8476,-0.0294
00297805,Wake Forest University,2014,2013,SC,11,10,0.9091,0.7949,0.1142
00297805,Wake Forest University,2014,2013,VA,13,12,0.9231,0.7739,0.1492
00297805,Wake Forest University,2015,2014,CA,7,6,0.8571,0.6605,0.1966
00297805,Wake Forest University,2015,2014,GA,9,7,0.7778,0.8023,-0.0245
00297805,Wake Forest University,2015,2014,NC,100,78,0.78,0.6912,0.0888
00297805,Wake Forest University,2015,2014,NY,16,15,0.9375,0.786,0.1515
00297805,Wake Forest University,2015,2014,VA,9,9,1,0.7241,0.2759
00297805,Wake Forest University,2016,2015,GA,9,7,0.7778,0.7345,0.0433
00297805,Wake Forest University,2016,2015,MD,6,4,0.6667,0.7017,-0.035
00297805,Wake Forest University,2016,2015,NC,72,59,0.8194,0.6467,0.1727
00297805,Wake Forest University,2016,2015,NY,11,10,0.9091,0.7812,0.1279
00297805,Wake Forest University,2016,2015,VA,16,14,0.875,0.7416,0.1334
00297805,Wake Forest University,2017,2016,NC,79,66,0.8354,0.6207,0.2147
00297805,Wake Forest University,2017,2016,NY,10,10,1,0.8101,0.1899
00297805,Wake Forest University,2017,2016,VA,13,11,0.8462,0.7544,0.0918
00297805,Wake Forest University,2018,2017,GA,12,12,1,0.7323,0.2677
00297805,Wake Forest University,2018,2017,NC,66,61,0.9242,0.6522,0.272
00297805,Wake Forest University,2018,2017,NY,16,12,0.75,0.8392,-0.0892
00297805,Wake Forest University,2018,2017,VA,10,9,0.9,0.7562,0.1438
00300500,University of North Dakota,2009,2008,ME,1,1,1,0.9074,0.0926
00300500,University of North Dakota,2009,2008,MN,17,14,0.8235,0.9109,-0.0874
00300500,University of North Dakota,2009,2008,ND,47,43,0.9149,0.8548,0.0601
00300500,University of North Dakota,2009,2008,NV,2,0,,0.7694,-0.7694
00300500,University of North Dakota,2009,2008,WI,3,3,1,0.9179,0.0821
00300500,University of North Dakota,2010,2009,AZ,1,1,1,0.7976,0.2024
00300500,University of North Dakota,2010,2009,MN,15,13,0.8667,0.8958,-0.0291
00300500,University of North Dakota,2010,2009,ND,42,38,0.9048,0.8676,0.0372
00300500,University of North Dakota,2010,2009,NV,2,0,,0.73,-0.73
00300500,University of North Dakota,2010,2009,WI,1,1,1,0.908,0.092
00300500,University of North Dakota,2011,2010,CO,3,3,1,0.8279,0.1721
00300500,University of North Dakota,2011,2010,MN,8,6,0.75,0.9221,-0.1721
00300500,University of North Dakota,2011,2010,ND,50,38,0.76,0.8375,-0.0775
00300500,University of North Dakota,2011,2010,TX,2,2,1,0.8268,0.1732
00300500,University of North Dakota,2011,2010,WI,2,2,1,0.9293,0.0707
00300500,University of North Dakota,2012,2011,CA,2,1,0.5,0.7215,-0.2215
00300500,University of North Dakota,2012,2011,CO,3,2,0.6667,0.8602,-0.1935
00300500,University of North Dakota,2012,2011,MN,8,7,0.875,0.9294,-0.0544
00300500,University of North Dakota,2012,2011,ND,47,37,0.7872,0.8481,-0.0609
00300500,University of North Dakota,2012,2011,SD,1,1,1,0.9405,0.0595
00300500,University of North Dakota,2013,2012,CA,2,1,0.5,0.7143,-0.2143
00300500,University of North Dakota,2013,2012,MN,8,7,0.875,0.9066,-0.0316
00300500,University of North Dakota,2013,2012,ND,69,54,0.7826,0.8099,-0.0273
00300500,University of North Dakota,2013,2012,SD,3,2,0.6667,0.8627,-0.196
00300500,University of North Dakota,2013,2012,WA,2,2,1,0.6009,0.3991
00300500,University of North Dakota,2014,2013,AZ,2,1,0.5,0.7823,-0.2823
00300500,University of North Dakota,2014,2013,MN,4,4,1,0.9035,0.0965
00300500,University of North Dakota,2014,2013,ND,58,44,0.7586,0.8018,-0.0432
00300500,University of North Dakota,2014,2013,SD,1,0,0,0.908,-0.908
00300500,University of North Dakota,2014,2013,WA,2,1,0.5,0.8195,-0.3195
00300500,University of North Dakota,2015,2014,GA,2,0,0,0.8023,-0.8023
00300500,University of North Dakota,2015,2014,MN,11,9,0.8182,0.8369,-0.0187
00300500,University of North Dakota,2015,2014,MT,3,2,0.6667,0.6968,-0.0301
00300500,University of North Dakota,2015,2014,ND,50,28,0.56,0.6495,-0.0895
00300500,University of North Dakota,2015,2014,PA,2,1,0.5,0.8085,-0.3085
00300500,University of North Dakota,2016,2015,AZ,2,0,0,0.6581,-0.6581
00300500,University of North Dakota,2016,2015,CO,3,0,0,0.7575,-0.7575
00300500,University of North Dakota,2016,2015,MN,11,6,0.5455,0.8107,-0.2652
00300500,University of North Dakota,2016,2015,ND,51,39,0.7647,0.8026,-0.0379
00300500,University of North Dakota,2016,2015,WA,1,1,1,0.8034,0.1966
00300500,University of North Dakota,2017,2016,ND,48,35,0.7292,0.726,0.0032
00300500,University of North Dakota,2018,2017,ND,47,34,0.7234,0.7121,0.0113
00302302,Capital University,2009,2008,OH,154,146,0.9481,0.8809,0.0672
00302302,Capital University,2010,2009,OH,167,147,0.8802,0.8603,0.0199
00302302,Capital University,2011,2010,OH,157,142,0.9045,0.8614,0.0431
00302302,Capital University,2012,2011,OH,156,135,0.8654,0.8634,0.002
00302302,Capital University,2013,2012,OH,170,155,0.9118,0.8405,0.0713
00302302,Capital University,2014,2013,OH,164,142,0.8659,0.8622,0.0037
00302302,Capital University,2015,2014,OH,144,122,0.8472,0.8113,0.0359
00302302,Capital University,2016,2015,OH,131,94,0.7176,0.7857,-0.0681
00302302,Capital University,2017,2016,OH,105,62,0.5905,0.7519,-0.1614
00302302,Capital University,2018,2017,OH,98,68,0.6939,0.7552,-0.0613
00302400,Case Western Reserve University,2009,2008,CA,8,7,0.875,0.7807,0.0943
00302400,Case Western Reserve University,2009,2008,IL,14,12,0.8571,0.9094,-0.0523
00302400,Case Western Reserve University,2009,2008,NY,32,30,0.9375,0.8898,0.0477
00302400,Case Western Reserve University,2009,2008,OH,92,81,0.8804,0.8809,-0.0005
00302400,Case Western Reserve University,2010,2009,CA,15,7,0.4667,0.7319,-0.2652
00302400,Case Western Reserve University,2010,2009,IL,12,10,0.8333,0.9089,-0.0756
00302400,Case Western Reserve University,2010,2009,NY,20,14,0.7,0.8651,-0.1651
00302400,Case Western Reserve University,2010,2009,OH,91,75,0.8242,0.8603,-0.0361
00302400,Case Western Reserve University,2010,2009,PA,9,8,0.8889,0.8569,0.032
00302400,Case Western Reserve University,2011,2010,NY,21,18,0.8571,0.8492,0.0079
00302400,Case Western Reserve University,2011,2010,OH,108,97,0.8981,0.8614,0.0367
00302400,Case Western Reserve University,2011,2010,PA,14,13,0.9286,0.8306,0.098
00302400,Case Western Reserve University,2012,2011,IL,11,11,1,0.891,0.109
00302400,Case Western Reserve University,2012,2011,NY,26,22,0.8462,0.8503,-0.0041
00302400,Case Western Reserve University,2012,2011,OH,99,81,0.8182,0.8634,-0.0452
00302400,Case Western Reserve University,2012,2011,PA,13,9,0.6923,0.8458,-0.1535
00302400,Case Western Reserve University,2013,2012,CA,7,4,0.5714,0.7143,-0.1429
00302400,Case Western Reserve University,2013,2012,IL,8,7,0.875,0.8734,0.0016
00302400,Case Western Reserve University,2013,2012,NY,29,21,0.7241,0.8155,-0.0914
00302400,Case Western Reserve University,2013,2012,OH,72,58,0.8056,0.8405,-0.0349
00302400,Case Western Reserve University,2013,2012,TX,6,4,0.6667,0.8206,-0.1539
00302400,Case Western Reserve University,2014,2013,NY,31,26,0.8387,0.8476,-0.0089
00302400,Case Western Reserve University,2014,2013,OH,117,102,0.8718,0.8622,0.0096
00302400,Case Western Reserve University,2014,2013,PA,10,9,0.9,0.8126,0.0874
00302400,Case Western Reserve University,2015,2014,CA,8,1,0.125,0.6605,-0.5355
00302400,Case Western Reserve University,2015,2014,NY,20,16,0.8,0.786,0.014
00302400,Case Western Reserve University,2015,2014,OH,82,64,0.7805,0.8113,-0.0308
00302400,Case Western Reserve University,2015,2014,PA,7,5,0.7143,0.8085,-0.0942
00302400,Case Western Reserve University,2015,2014,VA,8,4,0.5,0.7241,-0.2241
00302400,Case Western Reserve University,2016,2015,IL,8,8,1,0.808,0.192
00302400,Case Western Reserve University,2016,2015,NY,17,11,0.6471,0.7812,-0.1341
00302400,Case Western Reserve University,2016,2015,OH,70,59,0.8429,0.7857,0.0572
00302400,Case Western Reserve University,2016,2015,PA,7,6,0.8571,0.7662,0.0909
00302400,Case Western Reserve University,2017,2016,NY,20,16,0.8,0.8101,-0.0101
00302400,Case Western Reserve University,2017,2016,OH,54,43,0.7963,0.7519,0.0444
00302400,Case Western Reserve University,2018,2017,NY,26,23,0.8846,0.8392,0.0454
00302400,Case Western Reserve University,2018,2017,OH,62,57,0.9194,0.7552,0.1642
00303200,Cleveland State University,2009,2008,OH,165,149,0.903,0.8809,0.0221
00303200,Cleveland State University,2010,2009,IL,5,5,1,0.9089,0.0911
00303200,Cleveland State University,2010,2009,OH,167,138,0.8263,0.8603,-0.034
00303200,Cleveland State University,2011,2010,OH,152,130,0.8553,0.8614,-0.0061
00303200,Cleveland State University,2012,2011,NY,6,5,0.8333,0.8503,-0.017
00303200,Cleveland State University,2012,2011,OH,165,136,0.8242,0.8634,-0.0392
00303200,Cleveland State University,2013,2012,OH,140,120,0.8571,0.8405,0.0166
00303200,Cleveland State University,2013,2012,PA,4,4,1,0.8167,0.1833
00303200,Cleveland State University,2014,2013,OH,146,133,0.911,0.8622,0.0488
00303200,Cleveland State University,2015,2014,OH,127,100,0.7874,0.8113,-0.0239
00303200,Cleveland State University,2016,2015,OH,88,73,0.8295,0.7857,0.0438
00303200,Cleveland State University,2017,2016,OH,109,84,0.7706,0.7519,0.0187
00303200,Cleveland State University,2018,2017,OH,116,91,0.7845,0.7552,0.0293
00308900,Ohio Northern University,2009,2008,IN,5,4,0.8,0.8439,-0.0439
00308900,Ohio Northern University,2009,2008,NJ,8,8,1,0.8469,0.1531
00308900,Ohio Northern University,2009,2008,OH,31,29,0.9355,0.8809,0.0546
00308900,Ohio Northern University,2009,2008,PA,15,12,0.8,0.8669,-0.0669
00308900,Ohio Northern University,2009,2008,VA,6,3,0.5,0.827,-0.327
00308900,Ohio Northern University,2010,2009,IL,6,5,0.8333,0.9089,-0.0756
00308900,Ohio Northern University,2010,2009,IN,9,8,0.8889,0.8274,0.0615
00308900,Ohio Northern University,2010,2009,KY,5,3,0.6,0.8592,-0.2592
00308900,Ohio Northern University,2010,2009,OH,52,41,0.7885,0.8603,-0.0718
00308900,Ohio Northern University,2011,2010,FL,4,2,0.5,0.7763,-0.2763
00308900,Ohio Northern University,2011,2010,IL,3,3,1,0.8938,0.1062
00308900,Ohio Northern University,2011,2010,NY,7,6,0.8571,0.8492,0.0079
00308900,Ohio Northern University,2011,2010,OH,43,37,0.8605,0.8614,-0.0009
00308900,Ohio Northern University,2011,2010,PA,11,8,0.7273,0.8306,-0.1033
00308900,Ohio Northern University,2012,2011,IN,5,3,0.6,0.8328,-0.2328
00308900,Ohio Northern University,2012,2011,OH,54,49,0.9074,0.8634,0.044
00308900,Ohio Northern University,2012,2011,PA,7,4,0.5714,0.8458,-0.2744
00308900,Ohio Northern University,2013,2012,CO,5,5,1,0.8385,0.1615
00308900,Ohio Northern University,2013,2012,IN,3,2,0.6667,0.7943,-0.1276
00308900,Ohio Northern University,2013,2012,NY,3,3,1,0.8155,0.1845
00308900,Ohio Northern University,2013,2012,OH,43,39,0.907,0.8405,0.0665
00308900,Ohio Northern University,2013,2012,PA,11,8,0.7273,0.8167,-0.0894
00308900,Ohio Northern University,2014,2013,IN,12,10,0.8333,0.8258,0.0075
00308900,Ohio Northern University,2014,2013,NY,6,5,0.8333,0.8476,-0.0143
00308900,Ohio Northern University,2014,2013,OH,31,28,0.9032,0.8622,0.041
00308900,Ohio Northern University,2014,2013,PA,11,8,0.7273,0.8126,-0.0853
00308900,Ohio Northern University,2014,2013,TX,3,3,1,0.8508,0.1492
00308900,Ohio Northern University,2015,2014,IN,7,7,1,0.7939,0.2061
00308900,Ohio Northern University,2015,2014,MI,4,4,1,0.6881,0.3119
00308900,Ohio Northern University,2015,2014,OH,40,30,0.75,0.8113,-0.0613
00308900,Ohio Northern University,2015,2014,PA,8,7,0.875,0.8085,0.0665
00308900,Ohio Northern University,2015,2014,VA,5,4,0.8,0.7241,0.0759
00308900,Ohio Northern University,2016,2015,IN,7,7,1,0.786,0.214
00308900,Ohio Northern University,2016,2015,NY,7,6,0.8571,0.7812,0.0759
00308900,Ohio Northern University,2016,2015,OH,19,13,0.6842,0.7857,-0.1015
00308900,Ohio Northern University,2016,2015,PA,10,5,0.5,0.7662,-0.2662
00308900,Ohio Northern University,2017,2016,OH,31,21,0.6774,0.7519,-0.0745
00308900,Ohio Northern University,2018,2017,OH,14,13,0.9286,0.7552,0.1734
00309000,Ohio State University,2009,2008,OH,134,121,0.903,0.8809,0.0221
00309000,Ohio State University,2010,2009,NY,20,20,1,0.8651,0.1349
00309000,Ohio State University,2010,2009,OH,139,130,0.9353,0.8603,0.075
00309000,Ohio State University,2011,2010,NY,24,23,0.9583,0.8492,0.1091
00309000,Ohio State University,2011,2010,OH,136,119,0.875,0.8614,0.0136
00309000,Ohio State University,2012,2011,OH,162,152,0.9383,0.8634,0.0749
00309000,Ohio State University,2013,2012,OH,153,143,0.9346,0.8405,0.0941
00309000,Ohio State University,2014,2013,OH,171,162,0.9474,0.8622,0.0852
00309000,Ohio State University,2015,2014,OH,162,150,0.9259,0.8113,0.1146
00309000,Ohio State University,2016,2015,IL,5,5,1,0.808,0.192
00309000,Ohio State University,2016,2015,NY,7,7,1,0.7812,0.2188
00309000,Ohio State University,2016,2015,OH,144,130,0.9028,0.7857,0.1171
00309000,Ohio State University,2017,2016,OH,137,121,0.8832,0.7519,0.1313
00309000,Ohio State University,2018,2017,OH,139,121,0.8705,0.7552,0.1153
00312300,University of Akron,2009,2008,OH,118,107,0.9068,0.8809,0.0259
00312300,University of Akron,2010,2009,OH,107,96,0.8972,0.8603,0.0369
00312300,University of Akron,2011,2010,OH,91,86,0.9451,0.8614,0.0837
00312300,University of Akron,2012,2011,OH,90,82,0.9111,0.8634,0.0477
00312300,University of Akron,2013,2012,OH,106,89,0.8396,0.8405,-0.0009
00312300,University of Akron,2014,2013,OH,148,124,0.8378,0.8622,-0.0244
00312300,University of Akron,2015,2014,FL,4,4,1,0.7209,0.2791
00312300,University of Akron,2015,2014,NY,4,3,0.75,0.786,-0.036
00312300,University of Akron,2015,2014,OH,110,92,0.8364,0.8113,0.0251
00312300,University of Akron,2015,2014,PA,4,4,1,0.8085,0.1915
00312300,University of Akron,2016,2015,OH,101,86,0.8515,0.7857,0.0658
00312300,University of Akron,2017,2016,OH,98,71,0.7245,0.7519,-0.0274
00312300,University of Akron,2018,2017,OH,106,75,0.7075,0.7552,-0.0477
00312500,University of Cincinnati,2009,2008,CO,2,2,1,0.8329,0.1671
00312500,University of Cincinnati,2009,2008,NY,6,6,1,0.8898,0.1102
00312500,University of Cincinnati,2009,2008,OH,79,65,0.8228,0.8809,-0.0581
00312500,University of Cincinnati,2010,2009,IL,5,5,1,0.9089,0.0911
00312500,University of Cincinnati,2010,2009,NY,6,6,1,0.8651,0.1349
00312500,University of Cincinnati,2010,2009,OH,74,66,0.8919,0.8603,0.0316
00312500,University of Cincinnati,2011,2010,CA,4,4,1,0.7124,0.2876
00312500,University of Cincinnati,2011,2010,IL,1,1,1,0.8938,0.1062
00312500,University of Cincinnati,2011,2010,IN,1,1,1,0.8093,0.1907
00312500,University of Cincinnati,2011,2010,KY,3,3,1,0.8203,0.1797
00312500,University of Cincinnati,2011,2010,OH,100,92,0.92,0.8614,0.0586
00312500,University of Cincinnati,2012,2011,OH,88,81,0.9205,0.8634,0.0571
00312500,University of Cincinnati,2013,2012,OH,100,89,0.89,0.8405,0.0495
00312500,University of Cincinnati,2014,2013,IL,6,6,1,0.8784,0.1216
00312500,University of Cincinnati,2014,2013,IN,6,6,1,0.8258,0.1742
00312500,University of Cincinnati,2014,2013,NY,8,7,0.875,0.8476,0.0274
00312500,University of Cincinnati,2014,2013,OH,86,76,0.8837,0.8622,0.0215
00312500,University of Cincinnati,2015,2014,OH,92,79,0.8587,0.8113,0.0474
00312500,University of Cincinnati,2016,2015,OH,92,79,0.8587,0.7857,0.073
00312500,University of Cincinnati,2017,2016,OH,85,73,0.8588,0.7519,0.1069
00312500,University of Cincinnati,2018,2017,OH,58,48,0.8276,0.7552,0.0724
00312700,University of Dayton,2009,2008,IL,6,4,0.6667,0.9094,-0.2427
00312700,University of Dayton,2009,2008,OH,77,72,0.9351,0.8809,0.0542
00312700,University of Dayton,2010,2009,IL,7,5,0.7143,0.9089,-0.1946
00312700,University of Dayton,2010,2009,IN,8,8,1,0.8274,0.1726
00312700,University of Dayton,2010,2009,KY,7,5,0.7143,0.8592,-0.1449
00312700,University of Dayton,2010,2009,OH,86,69,0.8023,0.8603,-0.058
00312700,University of Dayton,2011,2010,IL,13,11,0.8462,0.8938,-0.0476
00312700,University of Dayton,2011,2010,IN,10,7,0.7,0.8093,-0.1093
00312700,University of Dayton,2011,2010,MO,8,8,1,0.9024,0.0976
00312700,University of Dayton,2011,2010,OH,74,57,0.7703,0.8614,-0.0911
00312700,University of Dayton,2011,2010,PA,5,5,1,0.8306,0.1694
00312700,University of Dayton,2012,2011,IL,6,5,0.8333,0.891,-0.0577
00312700,University of Dayton,2012,2011,IN,11,8,0.7273,0.8328,-0.1055
00312700,University of Dayton,2012,2011,NY,12,8,0.6667,0.8503,-0.1836
00312700,University of Dayton,2012,2011,OH,88,63,0.7159,0.8634,-0.1475
00312700,University of Dayton,2013,2012,IL,12,7,0.5833,0.8734,-0.2901
00312700,University of Dayton,2013,2012,IN,11,9,0.8182,0.7943,0.0239
00312700,University of Dayton,2013,2012,NY,8,6,0.75,0.8155,-0.0655
00312700,University of Dayton,2013,2012,OH,83,54,0.6506,0.8405,-0.1899
00312700,University of Dayton,2013,2012,PA,12,8,0.6667,0.8167,-0.15
00312700,University of Dayton,2014,2013,IL,10,8,0.8,0.8784,-0.0784
00312700,University of Dayton,2014,2013,IN,9,6,0.6667,0.8258,-0.1591
00312700,University of Dayton,2014,2013,KY,11,8,0.7273,0.8122,-0.0849
00312700,University of Dayton,2014,2013,OH,80,63,0.7875,0.8622,-0.0747
00312700,University of Dayton,2014,2013,VA,5,4,0.8,0.7739,0.0261
00312700,University of Dayton,2015,2014,IL,5,3,0.6,0.8541,-0.2541
00312700,University of Dayton,2015,2014,IN,8,4,0.5,0.7939,-0.2939
00312700,University of Dayton,2015,2014,KY,7,3,0.4286,0.805,-0.3764
00312700,University of Dayton,2015,2014,OH,65,43,0.6615,0.8113,-0.1498
00312700,University of Dayton,2015,2014,PA,7,3,0.4286,0.8085,-0.3799
00312700,University of Dayton,2016,2015,IN,13,6,0.4615,0.786,-0.3245
00312700,University of Dayton,2016,2015,KY,3,1,0.3333,0.7646,-0.4313
00312700,University of Dayton,2016,2015,NY,4,1,0.25,0.7812,-0.5312
00312700,University of Dayton,2016,2015,OH,46,33,0.7174,0.7857,-0.0683
