schoolid,schoolname,calendaryear,firsttimebaryear,gradtotal,graddidnottake,gradnoinfo,prioryrfirsttimetaker,totalfirsttimetakers,reportpct,avgschoolpasspct,avgstatepasspct,avgpasspctdiff,ultimatebaryear,ultimatecohorttotal,ultimatedidnottake,ultimatenoinfo,ultimatetakers,ultimatepassers,ultimateschoolpasspct
00177400,University of Chicago,2012,2011,,,,,204,0.7745,0.9114,0.8426,0.0688,,,,,,,
00177400,University of Chicago,2013,2012,,,,,220,0.7682,0.929,0.8287,0.1003,,,,,,,
00177400,University of Chicago,2014,2013,,,,,203,0.7635,0.9484,0.8269,0.1215,,,,,,,
00177400,University of Chicago,2015,2014,,,,,199,0.7638,0.9211,0.7931,0.128,,,,,,,
00177400,University of Chicago,2016,2015,,,,,201,0.806,0.9383,0.768,0.1703,,,,,,,
00177400,University of Chicago,2017,2016,215,11,2,9,211,,0.9716,0.7557,0.2159,,,,,,,
00177400,University of Chicago,2018,2017,212,9,1,9,211,,0.9858,0.7815,0.2043,2015,196,3,0,193,191,0.9896
00177500,University of Illinois,2009,2008,,,,,203,0.8966,0.9121,0.9081,0.004,,,,,,,
00177500,University of Illinois,2010,2009,,,,,187,0.8235,0.9545,0.9052,0.0493,,,,,,,
00177500,University of Illinois,2011,2010,,,,,184,0.8152,0.9267,0.8938,0.0329,,,,,,,
00177500,University of Illinois,2012,2011,,,,,179,0.7151,0.8828,0.8698,0.013,,,,,,,
00177500,University of Illinois,2013,2012,,,,,207,0.7391,0.9216,0.8505,0.0711,,,,,,,
00177500,University of Illinois,2014,2013,,,,,231,0.7403,0.9473,0.8751,0.0722,,,,,,,
00177500,University of Illinois,2015,2014,,,,,186,0.7043,0.8321,0.8479,-0.0158,,,,,,,
00177500,University of Illinois,2016,2015,,,,,169,0.7456,0.873,0.808,0.065,,,,,,,
00177500,University of Illinois,2017,2016,169,13,0,4,160,,0.8813,0.7689,0.1124,,,,,,,
00177500,University of Illinois,2018,2017,143,14,0,6,135,,0.8889,0.7809,0.108,2015,177,6,2,169,154,0.9112
00180500,Indiana Tech Law School,2016,2015,,,,,0,,,,,,,,,,,
00180900,Indiana University - Bloomington,2009,2008,,,,,185,0.7081,0.9389,0.8669,0.072,,,,,,,
00180900,Indiana University - Bloomington,2010,2009,,,,,173,0.7457,0.9458,0.8482,0.0976,,,,,,,
00180900,Indiana University - Bloomington,2011,2010,,,,,202,0.7277,0.8299,0.8353,-0.0054,,,,,,,
00180900,Indiana University - Bloomington,2012,2011,,,,,192,0.7031,0.8962,0.8321,0.0641,,,,,,,
00180900,Indiana University - Bloomington,2013,2012,,,,,188,0.7021,0.856,0.8033,0.0527,,,,,,,
00180900,Indiana University - Bloomington,2014,2013,,,,,211,0.7156,0.9138,0.8315,0.0823,,,,,,,
00180900,Indiana University - Bloomington,2015,2014,,,,,209,0.7368,0.8571,0.7875,0.0696,,,,,,,
00180900,Indiana University - Bloomington,2016,2015,,,,,180,0.7667,0.8696,0.7884,0.0812,,,,,,,
00180900,Indiana University - Bloomington,2017,2016,193,23,0,10,180,,0.8556,0.7311,0.1245,,,,,,,
00180900,Indiana University - Bloomington,2018,2017,176,24,0,15,167,,0.8144,0.7532,0.0612,2015,195,8,1,186,159,0.8548
00181300,Indiana University - Indianapolis,2009,2008,,,,,284,0.8063,0.8384,0.8439,-0.0055,,,,,,,
00181300,Indiana University - Indianapolis,2010,2009,,,,,249,0.9036,0.8267,0.8274,-0.0007,,,,,,,
00181300,Indiana University - Indianapolis,2011,2010,,,,,283,0.9117,0.8295,0.8093,0.0202,,,,,,,
00181300,Indiana University - Indianapolis,2012,2011,,,,,223,0.8879,0.8283,0.8328,-0.0045,,,,,,,
00181300,Indiana University - Indianapolis,2013,2012,,,,,276,0.8478,0.7949,0.7943,0.0006,,,,,,,
00181300,Indiana University - Indianapolis,2014,2013,,,,,236,0.8941,0.8245,0.8256,-0.0011,,,,,,,
00181300,Indiana University - Indianapolis,2015,2014,,,,,267,0.8427,0.7911,0.7939,-0.0028,,,,,,,
00181300,Indiana University - Indianapolis,2016,2015,,,,,261,0.8966,0.7949,0.786,0.0089,,,,,,,
00181300,Indiana University - Indianapolis,2017,2016,226,54,1,38,209,,0.6795,0.702,-0.0225,,,,,,,
00181300,Indiana University - Indianapolis,2018,2017,234,49,10,35,210,,0.7048,0.7312,-0.0264,2015,269,12,2,255,214,0.8392
00184000,University of Notre Dame,2009,2008,,,,,186,1,0.9625,0.8624,0.1001,,,,,,,
00184000,University of Notre Dame,2010,2009,,,,,195,0.9897,0.8759,0.8375,0.0384,,,,,,,
00184000,University of Notre Dame,2011,2010,,,,,170,1,0.9,0.813,0.087,,,,,,,
00184000,University of Notre Dame,2012,2011,,,,,190,1,0.9161,0.8355,0.0806,,,,,,,
00184000,University of Notre Dame,2013,2012,,,,,193,1,0.8759,0.8015,0.0744,,,,,,,
00184000,University of Notre Dame,2014,2013,,,,,193,1,0.8811,0.8158,0.0653,,,,,,,
00184000,University of Notre Dame,2015,2014,,,,,182,1,0.8354,0.7819,0.0535,,,,,,,
00184000,University of Notre Dame,2016,2015,,,,,183,1,0.8474,0.7628,0.0846,,,,,,,
00184000,University of Notre Dame,2017,2016,172,7,0,5,170,,0.8059,0.733,0.0729,,,,,,,
00184000,University of Notre Dame,2018,2017,207,12,1,2,196,,0.8929,0.7546,0.1383,2015,179,1,0,178,173,0.9719
00184200,Valparaiso University,2009,2008,,,,,124,0.7581,0.7766,0.8656,-0.089,,,,,,,
00184200,Valparaiso University,2010,2009,,,,,160,0.8188,0.7708,0.8548,-0.084,,,,,,,
00184200,Valparaiso University,2011,2010,,,,,160,0.9938,0.8306,0.835,-0.0044,,,,,,,
00184200,Valparaiso University,2012,2011,,,,,152,1,0.7239,0.8464,-0.1225,,,,,,,
00184200,Valparaiso University,2013,2012,,,,,156,1,0.7179,0.8087,-0.0908,,,,,,,
00184200,Valparaiso University,2014,2013,,,,,150,0.8067,0.7603,0.8393,-0.079,,,,,,,
00184200,Valparaiso University,2015,2014,,,,,173,0.7919,0.6205,0.815,-0.1945,,,,,,,
00184200,Valparaiso University,2016,2015,,,,,123,0.7317,0.6333,0.7945,-0.1612,,,,,,,
00184200,Valparaiso University,2017,2016,162,31,4,17,144,,0.4931,0.7271,-0.234,,,,,,,
00184200,Valparaiso University,2018,2017,136,35,21,23,103,,0.466,0.7644,-0.2984,2015,132,4,4,124,86,0.6935
00186000,Drake University,2009,2008,,,,,139,0.741,0.9029,0.9037,-0.0008,,,,,,,
00186000,Drake University,2010,2009,,,,,121,0.7686,0.9571,0.9292,0.0279,,,,,,,
00186000,Drake University,2011,2010,,,,,137,0.7445,0.9117,0.9018,0.0099,,,,,,,
00186000,Drake University,2012,2011,,,,,153,0.8693,0.9249,0.8949,0.03,,,,,,,
00186000,Drake University,2013,2012,,,,,129,0.8217,0.9056,0.9234,-0.0178,,,,,,,
00186000,Drake University,2014,2013,,,,,140,0.8143,0.9474,0.9326,0.0148,,,,,,,
00186000,Drake University,2015,2014,,,,,129,0.7752,0.84,0.8436,-0.0036,,,,,,,
00186000,Drake University,2016,2015,,,,,112,0.8214,0.8587,0.8902,-0.0315,,,,,,,
00186000,Drake University,2017,2016,107,24,1,24,106,,0.7359,0.7406,-0.0047,,,,,,,
00186000,Drake University,2018,2017,94,24,1,21,90,,0.7889,0.855,-0.0661,2015,120,3,0,117,96,0.8205
00189200,University of Iowa,2009,2008,,,,,205,0.7024,0.9306,0.8966,0.034,,,,,,,
00189200,University of Iowa,2010,2009,,,,,193,0.772,0.9329,0.8957,0.0372,,,,,,,
00189200,University of Iowa,2011,2010,,,,,194,0.7268,0.9149,0.886,0.0289,,,,,,,
00189200,University of Iowa,2012,2011,,,,,184,0.712,0.8779,0.8799,-0.002,,,,,,,
00189200,University of Iowa,2013,2012,,,,,177,0.7288,0.907,0.8814,0.0256,,,,,,,
00189200,University of Iowa,2014,2013,,,,,188,0.7287,0.8978,0.9074,-0.0096,,,,,,,
00189200,University of Iowa,2015,2014,,,,,175,0.7371,0.8683,0.8248,0.0435,,,,,,,
00189200,University of Iowa,2016,2015,,,,,140,0.7214,0.891,0.847,0.044,,,,,,,
00189200,University of Iowa,2017,2016,104,19,0,10,95,,0.8631,0.7607,0.1024,,,,,,,
00189200,University of Iowa,2018,2017,133,16,0,12,129,,0.8682,0.8151,0.0531,2015,141,5,3,133,131,0.985
00194800,University of Kansas,2009,2008,,,,,145,0.7103,0.9514,0.8917,0.0597,,,,,,,
00194800,University of Kansas,2010,2009,,,,,183,0.7158,0.7939,0.8731,-0.0792,,,,,,,
00194800,University of Kansas,2011,2010,,,,,139,0.7554,0.9143,0.9008,0.0135,,,,,,,
00194800,University of Kansas,2012,2011,,,,,156,0.7308,0.9299,0.8974,0.0325,,,,,,,
00194800,University of Kansas,2013,2012,,,,,145,0.7793,0.9292,0.8956,0.0336,,,,,,,
00194800,University of Kansas,2014,2013,,,,,156,0.7308,0.8948,0.897,-0.0022,,,,,,,
00194800,University of Kansas,2015,2014,,,,,119,0.7563,0.8556,0.8687,-0.0131,,,,,,,
00194800,University of Kansas,2016,2015,,,,,127,0.7638,0.9485,0.8613,0.0872,,,,,,,
00194800,University of Kansas,2017,2016,113,12,5,13,109,,0.8073,0.7762,0.0311,,,,,,,
00194800,University of Kansas,2018,2017,113,5,8,13,113,,0.8673,0.8159,0.0514,2015,134,3,2,129,126,0.9767
00194900,Washburn University,2009,2008,,,,,140,0.7143,0.88,0.8978,-0.0178,,,,,,,
00194900,Washburn University,2010,2009,,,,,141,0.7447,0.8667,0.8713,-0.0046,,,,,,,
00194900,Washburn University,2011,2010,,,,,143,0.7203,0.8932,0.9003,-0.0071,,,,,,,
00194900,Washburn University,2012,2011,,,,,134,0.7015,0.8404,0.897,-0.0566,,,,,,,
00194900,Washburn University,2013,2012,,,,,156,0.7756,0.8264,0.8907,-0.0643,,,,,,,
00194900,Washburn University,2014,2013,,,,,149,0.7315,0.8532,0.8933,-0.0401,,,,,,,
00194900,Washburn University,2015,2014,,,,,110,0.7909,0.8505,0.8674,-0.0169,,,,,,,
00194900,Washburn University,2016,2015,,,,,119,0.7983,0.7789,0.8296,-0.0507,,,,,,,
00194900,Washburn University,2017,2016,99,27,0,28,100,,0.8,0.7777,0.0223,,,,,,,
00194900,Washburn University,2018,2017,100,28,0,24,96,,0.7708,0.8132,-0.0424,2015,117,1,0,116,105,0.9052
00198903,University of Kentucky,2009,2008,,,,,161,0.7888,0.937,0.8308,0.1062,,,,,,,
00198903,University of Kentucky,2010,2009,,,,,135,0.8519,0.8261,0.8592,-0.0331,,,,,,,
00198903,University of Kentucky,2011,2010,,,,,133,0.7744,0.8447,0.8203,0.0244,,,,,,,
00198903,University of Kentucky,2012,2011,,,,,136,0.8456,0.9478,0.8627,0.0851,,,,,,,
00198903,University of Kentucky,2013,2012,,,,,143,0.7692,0.9,0.8224,0.0776,,,,,,,
00198903,University of Kentucky,2014,2013,,,,,123,0.8293,0.902,0.8122,0.0898,,,,,,,
00198903,University of Kentucky,2015,2014,,,,,123,0.878,0.8981,0.805,0.0931,,,,,,,
00198903,University of Kentucky,2016,2015,,,,,128,0.9063,0.819,0.763,0.056,,,,,,,
00198903,University of Kentucky,2017,2016,146,14,0,7,139,,0.7626,0.7426,0.02,,,,,,,
00198903,University of Kentucky,2018,2017,110,7,0,13,116,,0.7845,0.7073,0.0772,2015,126,2,0,124,115,0.9274
00199900,University of Louisville,2009,2008,,,,,125,0.864,0.8796,0.8308,0.0488,,,,,,,
00199900,University of Louisville,2010,2009,,,,,109,0.8899,0.8557,0.8592,-0.0035,,,,,,,
00199900,University of Louisville,2011,2010,,,,,125,0.848,0.9057,0.8203,0.0854,,,,,,,
00199900,University of Louisville,2012,2011,,,,,139,0.8489,0.9068,0.8627,0.0441,,,,,,,
00199900,University of Louisville,2013,2012,,,,,122,0.8033,0.8367,0.8224,0.0143,,,,,,,
00199900,University of Louisville,2014,2013,,,,,129,0.8605,0.8018,0.8122,-0.0104,,,,,,,
00199900,University of Louisville,2015,2014,,,,,109,0.9541,0.8269,0.805,0.0219,,,,,,,
00199900,University of Louisville,2016,2015,,,,,119,0.8824,0.8476,0.7646,0.083,,,,,,,
00199900,University of Louisville,2017,2016,117,10,4,15,118,,0.7288,0.7421,-0.0133,,,,,,,
00199900,University of Louisville,2018,2017,70,7,0,12,75,,0.72,0.6932,0.0268,2015,131,2,5,124,117,0.9435
00201000,Louisiana State University,2009,2008,,,,,160,0.9188,0.8095,0.6732,0.1363,,,,,,,
00201000,Louisiana State University,2010,2009,,,,,193,0.8187,0.8924,0.7373,0.1551,,,,,,,
00201000,Louisiana State University,2011,2010,,,,,177,0.8418,0.7517,0.6626,0.0891,,,,,,,
00201000,Louisiana State University,2012,2011,,,,,177,0.904,0.8688,0.7019,0.1669,,,,,,,
00201000,Louisiana State University,2013,2012,,,,,230,0.7696,0.7797,0.6359,0.1438,,,,,,,
00201000,Louisiana State University,2014,2013,,,,,191,0.8272,0.7342,0.5872,0.147,,,,,,,
00201000,Louisiana State University,2015,2014,,,,,213,0.723,0.8442,0.6965,0.1477,,,,,,,
00201000,Louisiana State University,2016,2015,,,,,170,0.8294,0.8227,0.6863,0.1364,,,,,,,
00201000,Louisiana State University,2017,2016,170,6,16,9,157,,0.809,0.7337,0.0753,,,,,,,
00201000,Louisiana State University,2018,2017,183,4,16,7,170,,0.8294,0.7674,0.062,2015,189,1,10,178,164,0.9213
00201600,Loyola University-New Orleans,2009,2008,,,,,251,0.7331,0.6739,0.6732,0.0007,,,,,,,
00201600,Loyola University-New Orleans,2010,2009,,,,,249,0.7269,0.7017,0.7373,-0.0356,,,,,,,
00201600,Loyola University-New Orleans,2011,2010,,,,,296,0.7162,0.6698,0.6728,-0.003,,,,,,,
00201600,Loyola University-New Orleans,2012,2011,,,,,228,0.7281,0.6627,0.7019,-0.0392,,,,,,,
00201600,Loyola University-New Orleans,2013,2012,,,,,209,0.9091,0.5895,0.6359,-0.0464,,,,,,,
00201600,Loyola University-New Orleans,2014,2013,,,,,200,0.755,0.649,0.5872,0.0618,,,,,,,
00201600,Loyola University-New Orleans,2015,2014,,,,,190,0.9053,0.6919,0.6965,-0.0046,,,,,,,
00201600,Loyola University-New Orleans,2016,2015,,,,,157,0.9936,0.7115,0.6863,0.0252,,,,,,,
00201600,Loyola University-New Orleans,2017,2016,199,31,3,22,187,,0.7112,0.7299,-0.0187,,,,,,,
00201600,Loyola University-New Orleans,2018,2017,135,23,2,25,135,,0.7408,0.7596,-0.0188,2015,198,5,6,187,165,0.8824
00202500,Southern University,2009,2008,,,,,128,0.8438,0.5741,0.6732,-0.0991,,,,,,,
00202500,Southern University,2010,2009,,,,,104,1,0.6346,0.7373,-0.1027,,,,,,,
00202500,Southern University,2011,2010,,,,,113,0.7522,0.5882,0.6626,-0.0744,,,,,,,
00202500,Southern University,2012,2011,,,,,117,0.7607,0.6629,0.7019,-0.039,,,,,,,
00202500,Southern University,2013,2012,,,,,138,0.7029,0.5876,0.6359,-0.0483,,,,,,,
00202500,Southern University,2014,2013,,,,,168,0.7917,0.4662,0.5872,-0.121,,,,,,,
00202500,Southern University,2015,2014,,,,,161,0.7019,0.5575,0.6965,-0.139,,,,,,,
00202500,Southern University,2016,2015,,,,,197,0.7157,0.5319,0.6863,-0.1544,,,,,,,
00202500,Southern University,2017,2016,174,83,0,47,138,,0.6159,0.7273,-0.1114,,,,,,,
00202500,Southern University,2018,2017,155,74,0,47,128,,0.5781,0.7685,-0.1904,2015,214,72,0,142,109,0.7676
00202900,Tulane University,2009,2008,,,,,231,0.7792,0.7945,0.7682,0.0263,,,,,,,
00202900,Tulane University,2010,2009,,,,,241,0.7303,0.8068,0.7787,0.0281,,,,,,,
00202900,Tulane University,2011,2010,,,,,255,0.8,0.7892,0.7318,0.0574,,,,,,,
00202900,Tulane University,2012,2011,,,,,237,0.7975,0.8307,0.7741,0.0566,,,,,,,
00202900,Tulane University,2013,2012,,,,,265,0.7321,0.8042,0.7166,0.0876,,,,,,,
00202900,Tulane University,2014,2013,,,,,234,0.7692,0.7389,0.7196,0.0193,,,,,,,
00202900,Tulane University,2015,2014,,,,,228,0.7237,0.8486,0.7396,0.109,,,,,,,
00202900,Tulane University,2016,2015,,,,,233,0.7811,0.7308,0.7184,0.0124,,,,,,,
00202900,Tulane University,2017,2016,199,27,1,16,187,,0.6952,0.7363,-0.0411,,,,,,,
00202900,Tulane University,2018,2017,175,11,13,20,171,,0.7778,0.7673,0.0105,2015,241,11,1,229,208,0.9083
00205400,University of Maine,2009,2008,,,,,78,0.7564,0.9153,0.9074,0.0079,,,,,,,
00205400,University of Maine,2010,2009,,,,,81,0.8395,0.8235,0.8249,-0.0014,,,,,,,
00205400,University of Maine,2011,2010,,,,,89,0.9326,0.8675,0.8873,-0.0198,,,,,,,
00205400,University of Maine,2012,2011,,,,,87,0.7931,0.7101,0.7337,-0.0236,,,,,,,
00205400,University of Maine,2013,2012,,,,,95,0.7158,0.6912,0.7376,-0.0464,,,,,,,
00205400,University of Maine,2014,2013,,,,,85,0.8471,0.875,0.8182,0.0568,,,,,,,
00205400,University of Maine,2015,2014,,,,,95,0.8316,0.7595,0.7778,-0.0183,,,,,,,
00205400,University of Maine,2016,2015,,,,,73,0.7808,0.6667,0.6864,-0.0197,,,,,,,
00205400,University of Maine,2017,2016,82,5,0,7,84,,0.8095,0.7695,0.04,,,,,,,
00205400,University of Maine,2018,2017,83,14,0,4,73,,0.7534,0.7443,0.0091,2015,78,5,2,71,60,0.8451
00210200,University of Baltimore,2009,2008,,,,,287,0.8397,0.8465,0.8551,-0.0086,,,,,,,
00210200,University of Baltimore,2010,2009,,,,,311,0.8328,0.8185,0.782,0.0365,,,,,,,
00210200,University of Baltimore,2011,2010,,,,,326,0.9141,0.802,0.7996,0.0024,,,,,,,
00210200,University of Baltimore,2012,2011,,,,,282,0.9574,0.8444,0.8081,0.0363,,,,,,,
00210200,University of Baltimore,2013,2012,,,,,315,0.9365,0.8475,0.7849,0.0626,,,,,,,
00210200,University of Baltimore,2014,2013,,,,,293,0.9283,0.8493,0.806,0.0433,,,,,,,
00210200,University of Baltimore,2015,2014,,,,,285,0.9298,0.7962,0.7647,0.0315,,,,,,,
00210200,University of Baltimore,2016,2015,,,,,252,0.9484,0.6611,0.7017,-0.0406,,,,,,,
00210200,University of Baltimore,2017,2016,279,27,9,14,257,,0.6692,0.7047,-0.0355,,,,,,,
00210200,University of Baltimore,2018,2017,222,11,15,12,208,,0.6635,0.6688,-0.0053,2015,268,13,5,250,214,0.856
00210400,University of Maryland,2009,2008,,,,,247,0.7733,0.9005,0.8551,0.0454,,,,,,,
00210400,University of Maryland,2010,2009,,,,,234,0.7735,0.8508,0.782,0.0688,,,,,,,
00210400,University of Maryland,2011,2010,,,,,276,0.7319,0.8614,0.7996,0.0618,,,,,,,
00210400,University of Maryland,2012,2011,,,,,332,0.7319,0.8807,0.8081,0.0726,,,,,,,
00210400,University of Maryland,2013,2012,,,,,311,0.8424,0.813,0.7849,0.0281,,,,,,,
00210400,University of Maryland,2014,2013,,,,,271,0.8708,0.8347,0.806,0.0287,,,,,,,
00210400,University of Maryland,2015,2014,,,,,280,0.8286,0.7802,0.7647,0.0155,,,,,,,
00210400,University of Maryland,2016,2015,,,,,234,0.7821,0.7596,0.7017,0.0579,,,,,,,
00210400,University of Maryland,2017,2016,212,22,10,29,209,,0.7464,0.7113,0.0351,,,,,,,
00210400,University of Maryland,2018,2017,183,15,8,25,185,,0.7567,0.6899,0.0668,2015,255,1,19,235,208,0.8851
00212801,Boston College,2009,2008,,,,,274,0.9161,0.9402,0.9109,0.0293,,,,,,,
00212801,Boston College,2010,2009,,,,,242,0.9256,0.9554,0.8862,0.0692,,,,,,,
00212801,Boston College,2011,2010,,,,,257,0.7588,0.9589,0.8848,0.0741,,,,,,,
00212801,Boston College,2012,2011,,,,,279,0.8746,0.9303,0.872,0.0583,,,,,,,
00212801,Boston College,2013,2012,,,,,254,0.7087,0.9167,0.852,0.0647,,,,,,,
00212801,Boston College,2014,2013,,,,,246,0.7317,0.9444,0.8761,0.0683,,,,,,,
00212801,Boston College,2015,2014,,,,,262,0.7099,0.9086,0.8315,0.0771,,,,,,,
00212801,Boston College,2016,2015,,,,,235,0.7532,0.887,0.79,0.097,,,,,,,
00212801,Boston College,2017,2016,225,6,2,6,223,,0.8789,0.7805,0.0984,,,,,,,
00212801,Boston College,2018,2017,236,7,4,3,228,,0.886,0.7913,0.0947,2015,244,6,1,237,224,0.9451
00213007,Boston University,2009,2008,,,,,265,0.8943,0.9578,0.9084,0.0494,,,,,,,
00213007,Boston University,2010,2009,,,,,265,0.9208,0.9631,0.8854,0.0777,,,,,,,
00213007,Boston University,2011,2010,,,,,250,0.956,0.9708,0.8746,0.0962,,,,,,,
00213007,Boston University,2012,2011,,,,,265,0.7358,0.9539,0.8731,0.0808,,,,,,,
00213007,Boston University,2013,2012,,,,,258,0.8411,0.9032,0.822,0.0812,,,,,,,
00213007,Boston University,2014,2013,,,,,274,0.7518,0.9466,0.8686,0.078,,,,,,,
00213007,Boston University,2015,2014,,,,,237,0.7595,0.9278,0.8188,0.109,,,,,,,
00213007,Boston University,2016,2015,,,,,216,0.8426,0.9121,0.788,0.1241,,,,,,,
00213007,Boston University,2017,2016,224,15,1,4,212,,0.8774,0.7716,0.1058,,,,,,,
00213007,Boston University,2018,2017,215,8,1,9,215,,0.8791,0.7925,0.0866,2015,208,2,0,206,199,0.966
00215510,Harvard University,2009,2008,,,,,588,0.6241,0.9728,0.8974,0.0754,,,,,,,
00215510,Harvard University,2010,2009,,,,,541,0.915,0.9819,0.8537,0.1282,,,,,,,
00215510,Harvard University,2011,2010,,,,,558,0.9606,0.9534,0.8394,0.114,,,,,,,
00215510,Harvard University,2012,2011,,,,,583,0.8285,0.9627,0.8263,0.1364,,,,,,,
00215510,Harvard University,2013,2012,,,,,590,0.7949,0.9616,0.801,0.1606,,,,,,,
00215510,Harvard University,2014,2013,,,,,598,0.8261,0.9636,0.8231,0.1405,,,,,,,
00215510,Harvard University,2015,2014,,,,,596,0.7903,0.9533,0.767,0.1863,,,,,,,
00215510,Harvard University,2016,2015,,,,,626,0.7732,0.9503,0.7539,0.1964,,,,,,,
00215510,Harvard University,2017,2016,598,11,38,37,586,,0.9522,0.7606,0.1916,,,,,,,
00215510,Harvard University,2018,2017,610,0,48,21,583,,0.9674,0.7851,0.1823,2015,590,2,77,511,503,0.9843
00219900,Northeastern University,2009,2008,,,,,194,0.732,0.9366,0.9233,0.0133,,,,,,,
00219900,Northeastern University,2010,2009,,,,,207,0.7874,0.9509,0.8977,0.0532,,,,,,,
00219900,Northeastern University,2011,2010,,,,,172,0.907,0.891,0.8967,-0.0057,,,,,,,
00219900,Northeastern University,2012,2011,,,,,179,0.8101,0.8828,0.8732,0.0096,,,,,,,
00219900,Northeastern University,2013,2012,,,,,198,0.8434,0.8443,0.852,-0.0077,,,,,,,
00219900,Northeastern University,2014,2013,,,,,232,0.6983,0.8827,0.8761,0.0066,,,,,,,
00219900,Northeastern University,2015,2014,,,,,220,0.8045,0.7966,0.8141,-0.0175,,,,,,,
00219900,Northeastern University,2016,2015,,,,,178,0.7809,0.8129,0.7884,0.0245,,,,,,,
00219900,Northeastern University,2017,2016,186,28,0,9,167,,0.7724,0.7744,-0.002,,,,,,,
00219900,Northeastern University,2018,2017,133,12,1,23,143,,0.8252,0.7893,0.0359,2015,169,2,0,167,152,0.9102
00221007,University of Massachusetts Dartmouth,2012,2011,,,,,36,0.8611,0.7419,0.8794,-0.1375,,,,,,,
00221007,University of Massachusetts Dartmouth,2013,2012,,,,,34,0.7647,0.5385,0.852,-0.3135,,,,,,,
00221007,University of Massachusetts Dartmouth,2014,2013,,,,,94,0.7021,0.7122,0.8661,-0.1539,,,,,,,
00221007,University of Massachusetts Dartmouth,2015,2014,,,,,78,0.7308,0.6491,0.8315,-0.1824,,,,,,,
00221007,University of Massachusetts Dartmouth,2016,2015,,,,,54,1,0.5369,0.7768,-0.2399,,,,,,,
00221007,University of Massachusetts Dartmouth,2017,2016,53,10,0,11,54,,0.6111,0.7739,-0.1628,,,,,,,
00221007,University of Massachusetts Dartmouth,2018,2017,49,2,0,8,55,,0.7273,0.7929,-0.0656,2015,58,5,0,53,47,0.8868
00221810,Suffolk University,2009,2008,,,,,413,0.8765,0.9282,0.9233,0.0049,,,,,,,
00221810,Suffolk University,2010,2009,,,,,459,0.8976,0.8811,0.8977,-0.0166,,,,,,,
00221810,Suffolk University,2011,2010,,,,,496,0.7782,0.9275,0.8967,0.0308,,,,,,,
00221810,Suffolk University,2012,2011,,,,,531,0.7137,0.8681,0.8794,-0.0113,,,,,,,
00221810,Suffolk University,2013,2012,,,,,529,0.7637,0.8243,0.852,-0.0277,,,,,,,
00221810,Suffolk University,2014,2013,,,,,471,1.1274,0.8192,0.8761,-0.0569,,,,,,,
00221810,Suffolk University,2015,2014,,,,,504,0.9425,0.7579,0.8315,-0.0736,,,,,,,
00221810,Suffolk University,2016,2015,,,,,465,0.7398,0.7297,0.79,-0.0603,,,,,,,
00221810,Suffolk University,2017,2016,411,65,13,33,366,,0.5984,0.7807,-0.1823,,,,,,,
00221810,Suffolk University,2018,2017,321,32,28,29,290,,0.6069,0.7894,-0.1825,2015,467,29,2,436,368,0.844
00222600,Western New England University,2009,2008,,,,,179,0.8715,0.7564,0.8979,-0.1415,,,,,,,
00222600,Western New England University,2010,2009,,,,,179,0.7263,0.8231,0.8786,-0.0555,,,,,,,
00222600,Western New England University,2011,2010,,,,,164,0.7439,0.6639,0.8802,-0.2163,,,,,,,
00222600,Western New England University,2012,2011,,,,,140,0.8429,0.7202,0.8626,-0.1424,,,,,,,
00222600,Western New England University,2013,2012,,,,,151,0.702,0.7641,0.8484,-0.0843,,,,,,,
00222600,Western New England University,2014,2013,,,,,132,0.8864,0.641,0.8451,-0.2041,,,,,,,
00222600,Western New England University,2015,2014,,,,,88,0.7614,0.7313,0.8463,-0.115,,,,,,,
00222600,Western New England University,2016,2015,,,,,92,0.8478,0.6666,0.8107,-0.1441,,,,,,,
00222600,Western New England University,2017,2016,103,5,6,3,95,,0.6632,0.7839,-0.1207,,,,,,,
00222600,Western New England University,2018,2017,101,7,6,5,93,,0.6022,0.7895,-0.1873,2015,93,0,7,86,78,0.907
00225400,Michigan State University,2009,2008,,,,,332,0.7229,0.8416,0.8393,0.0023,,,,,,,
00225400,Michigan State University,2010,2009,,,,,254,0.7244,0.9349,0.8757,0.0592,,,,,,,
00225400,Michigan State University,2011,2010,,,,,295,0.7051,0.8461,0.8552,-0.0091,,,,,,,
00225400,Michigan State University,2012,2011,,,,,251,0.7052,0.853,0.8325,0.0205,,,,,,,
00225400,Michigan State University,2013,2012,,,,,267,0.7228,0.7047,0.693,0.0117,,,,,,,
00225400,Michigan State University,2014,2013,,,,,276,0.7428,0.7659,0.735,0.0309,,,,,,,
00225400,Michigan State University,2015,2014,,,,,315,0.7175,0.7964,0.719,0.0774,,,,,,,
00225400,Michigan State University,2016,2015,,,,,279,0.7025,0.7499,0.7306,0.0193,,,,,,,
00225400,Michigan State University,2017,2016,253,33,2,35,253,,0.747,0.7436,0.0034,,,,,,,
00225400,Michigan State University,2018,2017,236,43,0,27,220,,0.8137,0.7541,0.0596,2015,292,23,0,269,239,0.8885
00232300,University of Detroit Mercy,2009,2008,,,,,226,0.5885,0.7143,0.8213,-0.107,,,,,,,
00232300,University of Detroit Mercy,2010,2009,,,,,204,0.7696,0.8534,0.8682,-0.0148,,,,,,,
00232300,University of Detroit Mercy,2011,2010,,,,,155,0.7484,0.7759,0.8483,-0.0724,,,,,,,
